,Belgium,Switzerland,Germany,Spain,France,United Kingdom,Italy,Netherlands,Poland,Sweden
2020-10-22,54.63,35.65,60.65,58.8,49.54,67.59,50.0,62.04,34.72,55.56
2020-10-23,54.63,35.65,60.65,58.8,49.54,75.0,74.07,62.04,34.72,55.56
2020-10-24,54.63,35.65,60.65,58.8,49.54,75.0,74.07,62.04,71.3,55.56
2020-10-25,54.63,35.65,60.65,71.3,49.54,75.0,74.07,62.04,71.3,55.56
2020-10-26,54.63,35.65,60.65,71.3,49.54,75.0,74.07,62.04,71.3,55.56
2020-10-27,54.63,35.65,60.65,71.3,49.54,75.0,74.07,62.04,71.3,55.56
2020-10-28,54.63,35.65,60.65,71.3,49.54,75.0,74.07,62.04,71.3,55.56
2020-10-29,56.48,41.67,60.65,71.3,49.54,75.0,74.07,62.04,71.3,55.56
2020-10-30,56.48,41.67,60.65,71.3,78.7,75.0,74.07,62.04,71.3,55.56
2020-10-31,56.48,41.67,60.65,71.3,78.7,75.0,74.07,62.04,71.3,55.56
2020-11-01,56.48,41.67,60.65,71.3,78.7,75.0,74.07,62.04,71.3,55.56
2020-11-02,65.74,59.26,62.04,71.3,78.7,75.0,74.07,62.04,71.3,55.56
2020-11-03,65.74,59.26,62.04,71.3,78.7,75.0,74.07,62.04,71.3,55.56
2020-11-04,65.74,59.26,62.04,71.3,78.7,75.0,74.07,65.74,71.3,55.56
2020-11-05,65.74,59.26,62.04,71.3,78.7,75.0,74.07,65.74,71.3,55.56
2020-11-06,65.74,59.26,62.04,71.3,78.7,72.22,79.63,65.74,71.3,55.56
2020-11-07,65.74,59.26,62.04,71.3,78.7,72.22,79.63,65.74,75.0,55.56
2020-11-08,65.74,59.26,62.04,71.3,78.7,72.22,79.63,65.74,75.0,55.56
2020-11-09,65.74,59.26,62.04,71.3,78.7,66.67,79.63,65.74,75.0,55.56
2020-11-10,65.74,59.26,62.04,71.3,78.7,64.81,79.63,65.74,75.0,58.33
2020-11-11,65.74,59.26,62.04,71.3,78.7,64.81,79.63,65.74,75.0,58.33
2020-11-12,65.74,59.26,62.04,71.3,78.7,64.81,79.63,65.74,75.0,58.33
2020-11-13,65.74,59.26,62.04,71.3,78.7,64.81,79.63,65.74,75.0,58.33
2020-11-14,65.74,59.26,62.04,71.3,78.7,64.81,79.63,65.74,75.0,58.33
2020-11-15,65.74,59.26,62.04,71.3,78.7,64.81,79.63,65.74,75.0,58.33
2020-11-16,63.89,59.26,62.04,71.3,78.7,64.81,79.63,65.74,75.0,58.33
2020-11-17,63.89,59.26,62.04,71.3,78.7,64.81,79.63,65.74,75.0,58.33
2020-11-18,63.89,59.26,62.04,71.3,78.7,64.81,79.63,65.74,75.0,58.33
2020-11-19,63.89,59.26,62.04,71.3,78.7,64.81,79.63,65.74,75.0,58.33
2020-11-20,63.89,59.26,62.04,71.3,78.7,67.59,79.63,65.74,75.0,58.33
2020-11-21,63.89,57.41,62.04,71.3,78.7,67.59,79.63,65.74,75.0,58.33
2020-11-22,63.89,57.41,62.04,71.3,78.7,67.59,79.63,56.48,75.0,58.33
2020-11-23,63.89,57.41,62.04,71.3,78.7,67.59,79.63,56.48,75.0,58.33
2020-11-24,63.89,57.41,62.04,71.3,78.7,67.59,79.63,56.48,75.0,64.81
2020-11-25,63.89,57.41,62.04,71.3,78.7,67.59,79.63,56.48,75.0,64.81
2020-11-26,63.89,57.41,62.04,71.3,78.7,67.59,79.63,56.48,75.0,64.81
2020-11-27,63.89,57.41,62.04,71.3,78.7,67.59,79.63,56.48,75.0,64.81
2020-11-28,63.89,57.41,62.04,71.3,75.0,67.59,79.63,56.48,75.0,64.81
2020-11-29,63.89,57.41,62.04,71.3,75.0,67.59,79.63,56.48,75.0,64.81
2020-11-30,63.89,57.41,67.59,71.3,75.0,67.59,79.63,56.48,75.0,64.81
2020-12-01,60.19,57.41,67.59,71.3,75.0,67.59,79.63,56.48,75.0,64.81
2020-12-02,60.19,57.41,67.59,71.3,75.0,67.59,79.63,56.48,75.0,64.81
2020-12-03,60.19,57.41,67.59,71.3,75.0,63.89,79.63,56.48,75.0,64.81
2020-12-04,60.19,57.41,67.59,71.3,75.0,63.89,79.63,56.48,75.0,64.81
2020-12-05,60.19,57.41,67.59,71.3,75.0,63.89,79.63,56.48,75.0,64.81
2020-12-06,60.19,57.41,67.59,71.3,75.0,63.89,79.63,56.48,75.0,64.81
2020-12-07,60.19,57.41,67.59,71.3,75.0,63.89,79.63,56.48,75.0,66.67
2020-12-08,60.19,57.41,67.59,71.3,75.0,67.59,79.63,56.48,75.0,66.67
2020-12-09,60.19,57.41,67.59,71.3,75.0,67.59,79.63,56.48,75.0,66.67
2020-12-10,60.19,57.41,67.59,71.3,75.0,67.59,79.63,56.48,75.0,66.67
2020-12-11,60.19,57.41,67.59,71.3,75.0,67.59,79.63,56.48,75.0,66.67
2020-12-12,60.19,60.19,67.59,71.3,75.0,67.59,79.63,56.48,75.0,66.67
2020-12-13,60.19,60.19,67.59,71.3,75.0,67.59,79.63,56.48,75.0,66.67
2020-12-14,60.19,60.19,67.59,71.3,75.0,73.15,79.63,56.48,75.0,69.44
2020-12-15,60.19,60.19,75.0,71.3,63.89,73.15,79.63,71.3,75.0,69.44
2020-12-16,60.19,60.19,82.41,71.3,63.89,73.15,79.63,78.7,75.0,69.44
2020-12-17,60.19,60.19,82.41,71.3,63.89,73.15,79.63,78.7,75.0,69.44
2020-12-18,60.19,60.19,82.41,71.3,63.89,73.15,79.63,78.7,75.0,69.44
2020-12-19,60.19,60.19,82.41,71.3,63.89,76.85,79.63,78.7,75.0,69.44
2020-12-20,60.19,60.19,82.41,71.3,63.89,76.85,79.63,78.7,75.0,69.44
2020-12-21,60.19,60.19,82.41,71.3,63.89,76.85,79.63,78.7,75.0,69.44
2020-12-22,60.19,60.19,82.41,71.3,63.89,76.85,79.63,78.7,75.0,69.44
2020-12-23,60.19,60.19,82.41,78.7,63.89,76.85,79.63,78.7,75.0,69.44
2020-12-24,60.19,60.19,82.41,78.7,63.89,79.63,84.26,78.7,75.0,69.44
2020-12-25,60.19,60.19,82.41,78.7,63.89,75.46,84.26,78.7,75.0,69.44
2020-12-26,60.19,60.19,82.41,78.7,63.89,79.63,84.26,78.7,75.0,69.44
2020-12-27,60.19,60.19,82.41,78.7,63.89,79.63,84.26,78.7,75.0,69.44
2020-12-28,60.19,60.19,82.41,78.7,63.89,79.63,80.56,78.7,75.0,69.44
2020-12-29,60.19,60.19,82.41,78.7,63.89,79.63,80.56,78.7,75.0,69.44
2020-12-30,60.19,60.19,82.41,78.7,63.89,79.63,80.56,78.7,75.0,69.44
2020-12-31,60.19,60.19,82.41,78.7,63.89,79.63,84.26,78.7,80.56,69.44
2021-01-01,60.19,60.19,82.41,78.7,63.89,79.63,84.26,78.7,80.56,69.44
2021-01-02,60.19,60.19,82.41,78.7,63.89,79.63,84.26,78.7,75.0,69.44
2021-01-03,60.19,60.19,82.41,78.7,63.89,79.63,84.26,78.7,75.0,69.44
2021-01-04,60.19,60.19,82.41,78.7,63.89,79.63,84.26,78.7,75.0,69.44
2021-01-05,60.19,60.19,85.19,78.7,63.89,87.96,84.26,78.7,75.0,69.44
2021-01-06,60.19,60.19,85.19,78.7,63.89,87.96,84.26,78.7,75.0,69.44
2021-01-07,60.19,60.19,85.19,71.3,63.89,87.96,80.56,78.7,75.0,69.44
2021-01-08,60.19,60.19,85.19,71.3,63.89,87.96,80.56,78.7,75.0,69.44
2021-01-09,60.19,60.19,85.19,71.3,63.89,87.96,80.56,78.7,75.0,69.44
2021-01-10,60.19,60.19,83.33,71.3,63.89,87.96,80.56,78.7,75.0,69.44
2021-01-11,60.19,60.19,83.33,71.3,63.89,87.96,78.7,78.7,75.0,69.44
2021-01-12,60.19,60.19,83.33,71.3,63.89,87.96,78.7,78.7,75.0,69.44
2021-01-13,60.19,60.19,83.33,71.3,63.89,87.96,78.7,78.7,75.0,69.44
2021-01-14,60.19,60.19,83.33,71.3,63.89,87.96,78.7,78.7,75.0,69.44
2021-01-15,60.19,60.19,83.33,71.3,63.89,87.96,78.7,78.7,75.0,69.44
2021-01-16,60.19,60.19,83.33,71.3,63.89,87.96,78.7,78.7,75.0,69.44
2021-01-17,60.19,60.19,83.33,71.3,63.89,87.96,78.7,78.7,75.0,69.44
2021-01-18,60.19,60.19,83.33,71.3,63.89,87.96,78.7,78.7,71.3,69.44
2021-01-19,60.19,60.19,83.33,71.3,63.89,87.96,78.7,78.7,71.3,69.44
2021-01-20,60.19,60.19,83.33,71.3,63.89,87.96,78.7,78.7,71.3,69.44
2021-01-21,60.19,60.19,83.33,71.3,63.89,87.96,78.7,78.7,71.3,69.44
2021-01-22,60.19,60.19,83.33,71.3,63.89,87.96,78.7,78.7,71.3,69.44
2021-01-23,60.19,60.19,83.33,71.3,63.89,87.96,78.7,82.41,71.3,69.44
2021-01-24,60.19,60.19,83.33,71.3,63.89,87.96,78.7,82.41,71.3,69.44
2021-01-25,60.19,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-01-26,60.19,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-01-27,62.96,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-01-28,62.96,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-01-29,62.96,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-01-30,62.96,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-01-31,62.96,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-02-01,62.96,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-02-02,62.96,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-02-03,62.96,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-02-04,62.96,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-02-05,62.96,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-02-06,62.96,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-02-07,62.96,60.19,83.33,71.3,60.19,87.96,78.7,82.41,71.3,69.44
2021-02-08,62.96,60.19,83.33,71.3,60.19,87.96,78.7,78.7,71.3,69.44
2021-02-09,62.96,60.19,83.33,71.3,60.19,87.96,78.7,78.7,71.3,69.44
2021-02-10,62.96,60.19,83.33,71.3,60.19,87.96,78.7,78.7,71.3,69.44
2021-02-11,62.96,60.19,83.33,71.3,60.19,87.96,78.7,78.7,71.3,69.44
2021-02-12,62.96,60.19,83.33,71.3,60.19,87.96,78.7,78.7,71.3,69.44
2021-02-13,62.96,60.19,83.33,71.3,60.19,87.96,78.7,78.7,71.3,69.44
2021-02-14,62.96,60.19,83.33,71.3,60.19,87.96,78.7,78.7,71.3,69.44
2021-02-15,62.96,60.19,83.33,71.3,60.19,87.96,82.41,78.7,71.3,69.44
2021-02-16,62.96,60.19,83.33,71.3,60.19,87.96,82.41,78.7,71.3,69.44
2021-02-17,62.96,60.19,83.33,71.3,60.19,87.96,82.41,78.7,71.3,69.44
2021-02-18,62.96,60.19,83.33,71.3,60.19,87.96,82.41,78.7,71.3,69.44
2021-02-19,62.96,60.19,83.33,68.52,60.19,87.96,82.41,78.7,71.3,69.44
2021-02-20,62.96,60.19,83.33,68.52,60.19,87.96,82.41,78.7,71.3,69.44
2021-02-21,62.96,60.19,83.33,68.52,60.19,87.96,82.41,78.7,71.3,69.44
2021-02-22,62.96,60.19,81.48,68.52,60.19,86.11,82.41,78.7,71.3,69.44
2021-02-23,62.96,60.19,81.48,68.52,60.19,86.11,82.41,78.7,71.3,69.44
2021-02-24,62.96,60.19,81.48,68.52,60.19,86.11,82.41,78.7,71.3,69.44
2021-02-25,62.96,60.19,81.48,68.52,60.19,86.11,82.41,78.7,71.3,69.44
2021-02-26,62.96,60.19,81.48,68.52,70.37,86.11,82.41,78.7,71.3,69.44
2021-02-27,62.96,60.19,81.48,68.52,70.37,86.11,82.41,78.7,73.15,69.44
2021-02-28,62.96,60.19,81.48,68.52,70.37,86.11,82.41,78.7,73.15,69.44
2021-03-01,62.96,60.19,77.78,68.52,70.37,86.11,82.41,78.7,73.15,69.44
2021-03-02,62.96,60.19,77.78,68.52,60.19,86.11,82.41,78.7,73.15,69.44
2021-03-03,62.96,60.19,77.78,68.52,60.19,86.11,82.41,75.0,73.15,69.44
2021-03-04,62.96,60.19,77.78,68.52,60.19,86.11,82.41,75.0,73.15,69.44
2021-03-05,62.96,60.19,77.78,68.52,70.37,86.11,82.41,75.0,70.37,69.44
2021-03-06,62.96,60.19,77.78,68.52,70.37,86.11,84.26,75.0,70.37,69.44
2021-03-07,62.96,60.19,77.78,68.52,70.37,86.11,84.26,75.0,70.37,69.44
2021-03-08,62.96,60.19,77.78,68.52,70.37,82.41,84.26,75.0,70.37,69.44
2021-03-09,62.96,60.19,77.78,68.52,62.04,82.41,84.26,75.0,70.37,69.44
2021-03-10,62.96,60.19,77.78,68.52,62.04,82.41,84.26,75.0,70.37,69.44
2021-03-11,62.96,60.19,77.78,68.52,62.04,82.41,84.26,75.0,70.37,69.44
2021-03-12,62.96,60.19,77.78,68.52,62.04,82.41,84.26,75.0,70.37,69.44
2021-03-13,62.96,60.19,77.78,66.67,70.37,80.56,84.26,75.0,70.37,69.44
2021-03-14,62.96,60.19,77.78,66.67,70.37,80.56,84.26,75.0,70.37,69.44
2021-03-15,62.96,60.19,77.78,66.67,62.04,78.7,84.26,75.0,70.37,69.44
2021-03-16,62.96,60.19,77.78,66.67,62.04,78.7,84.26,75.0,70.37,69.44
2021-03-17,62.96,60.19,77.78,69.44,62.04,78.7,84.26,75.0,70.37,69.44
2021-03-18,62.96,60.19,77.78,69.44,62.04,78.7,84.26,75.0,70.37,69.44
2021-03-19,62.96,60.19,77.78,69.44,70.37,78.7,84.26,75.0,70.37,69.44
2021-03-20,62.96,60.19,75.0,69.44,70.37,78.7,84.26,75.0,72.22,69.44
2021-03-21,62.96,60.19,75.0,69.44,70.37,78.7,84.26,75.0,72.22,69.44
2021-03-22,62.96,60.19,75.0,69.44,70.37,78.7,84.26,75.0,72.22,69.44
2021-03-23,62.96,60.19,75.0,69.44,70.37,78.7,84.26,75.0,72.22,69.44
2021-03-24,62.96,60.19,75.0,69.44,70.37,78.7,84.26,75.0,72.22,69.44
2021-03-25,62.96,60.19,75.0,69.44,70.37,78.7,84.26,75.0,72.22,69.44
2021-03-26,62.96,60.19,75.0,69.44,68.52,78.7,84.26,75.0,72.22,69.44
2021-03-27,62.96,60.19,75.0,69.44,68.52,70.37,84.26,75.0,75.93,69.44
2021-03-28,62.96,60.19,75.0,69.44,68.52,70.37,84.26,75.0,75.93,69.44
2021-03-29,70.37,60.19,75.0,69.44,68.52,70.37,84.26,75.0,75.93,69.44
2021-03-30,70.37,60.19,75.0,69.44,68.52,70.37,84.26,75.0,75.93,69.44
2021-03-31,70.37,60.19,75.0,69.44,68.52,70.37,84.26,75.0,75.93,69.44
2021-04-01,70.37,60.19,75.0,69.44,68.52,70.37,84.26,75.0,75.93,65.74
2021-04-02,70.37,60.19,75.0,69.44,68.52,70.37,84.26,75.0,75.93,65.74
2021-04-03,75.93,60.19,75.0,69.44,72.22,70.37,87.96,75.0,75.93,65.74
2021-04-04,75.93,60.19,75.0,69.44,72.22,70.37,87.96,75.0,75.93,65.74
2021-04-05,75.93,60.19,75.0,69.44,75.0,70.37,87.96,75.0,75.93,65.74
2021-04-06,75.93,60.19,75.0,69.44,78.7,70.37,80.56,75.0,75.93,65.74
2021-04-07,75.93,60.19,75.0,69.44,78.7,70.37,80.56,75.0,75.93,65.74
2021-04-08,75.93,60.19,75.0,69.44,78.7,70.37,80.56,75.0,75.93,65.74
2021-04-09,75.93,60.19,75.0,69.44,78.7,70.37,80.56,75.0,75.93,65.74
2021-04-10,75.93,60.19,75.0,69.44,78.7,70.37,80.56,75.0,75.93,65.74
2021-04-11,75.93,60.19,75.0,69.44,78.7,70.37,80.56,75.0,75.93,65.74
2021-04-12,75.93,60.19,75.0,69.44,78.7,61.11,80.56,75.0,75.93,65.74
2021-04-13,75.93,60.19,75.0,69.44,78.7,61.11,80.56,75.0,75.93,65.74
2021-04-14,75.93,60.19,75.0,69.44,78.7,61.11,80.56,75.0,75.93,65.74
2021-04-15,75.93,60.19,75.0,69.44,78.7,61.11,80.56,75.0,75.93,65.74
2021-04-16,75.93,60.19,75.0,67.59,78.7,61.11,80.56,75.0,75.93,65.74
2021-04-17,75.93,60.19,75.0,67.59,78.7,61.11,80.56,75.0,75.93,65.74
2021-04-18,75.93,60.19,75.0,67.59,78.7,61.11,80.56,75.0,75.93,65.74
2021-04-19,60.19,50.93,75.0,67.59,78.7,61.11,80.56,75.0,72.22,65.74
2021-04-20,60.19,50.93,75.0,67.59,78.7,61.11,80.56,75.0,72.22,65.74
2021-04-21,60.19,50.93,75.0,67.59,78.7,61.11,80.56,75.0,72.22,65.74
2021-04-22,60.19,50.93,75.0,67.59,78.7,61.11,80.56,75.0,72.22,65.74
2021-04-23,60.19,50.93,75.0,67.59,78.7,61.11,80.56,75.0,72.22,65.74
2021-04-24,60.19,50.93,75.0,67.59,78.7,61.11,80.56,75.0,72.22,65.74
2021-04-25,60.19,50.93,75.0,67.59,78.7,61.11,80.56,75.0,72.22,65.74
2021-04-26,60.19,50.93,75.0,67.59,78.7,61.11,77.78,71.3,70.37,65.74
2021-04-27,60.19,50.93,75.0,67.59,78.7,61.11,77.78,71.3,70.37,65.74
2021-04-28,60.19,50.93,75.0,67.59,78.7,61.11,77.78,67.59,70.37,65.74
2021-04-29,60.19,50.93,75.0,67.59,78.7,61.11,77.78,67.59,70.37,65.74
2021-04-30,60.19,50.93,75.0,67.59,78.7,61.11,77.78,67.59,70.37,65.74
2021-05-01,54.63,50.93,75.0,67.59,78.7,61.11,77.78,67.59,70.37,65.74
2021-05-02,54.63,50.93,75.0,67.59,78.7,61.11,77.78,67.59,70.37,65.74
2021-05-03,54.63,50.93,75.0,67.59,63.89,59.72,77.78,67.59,70.37,65.74
2021-05-04,54.63,50.93,75.0,67.59,63.89,59.72,77.78,67.59,68.52,65.74
2021-05-05,54.63,50.93,75.0,67.59,63.89,59.72,77.78,67.59,68.52,65.74
2021-05-06,54.63,50.93,75.0,67.59,63.89,59.72,77.78,67.59,68.52,65.74
2021-05-07,54.63,50.93,75.0,67.59,63.89,59.72,77.78,67.59,68.52,65.74
2021-05-08,50.93,50.93,75.0,67.59,63.89,59.72,77.78,67.59,65.74,65.74
2021-05-09,50.93,50.93,75.0,61.57,63.89,59.72,77.78,67.59,65.74,65.74
2021-05-10,50.93,50.93,75.0,61.57,63.89,59.72,74.07,67.59,65.74,65.74
2021-05-11,50.93,50.93,75.0,61.57,63.89,59.72,74.07,67.59,65.74,65.74
2021-05-12,50.93,50.93,75.0,61.57,63.89,59.72,74.07,67.59,65.74,65.74
2021-05-13,50.93,50.93,75.0,61.57,63.89,59.72,74.07,67.59,65.74,65.74
2021-05-14,50.93,50.93,75.0,61.57,63.89,59.72,74.07,67.59,65.74,65.74
2021-05-15,50.93,50.93,75.0,61.57,63.89,59.72,74.07,67.59,62.04,65.74
2021-05-16,50.93,50.93,75.0,61.57,63.89,59.72,74.07,67.59,62.04,65.74
2021-05-17,50.93,50.93,75.0,61.57,63.89,62.5,74.07,67.59,62.04,65.74
2021-05-18,50.93,50.93,75.0,61.57,63.89,62.5,74.07,67.59,62.04,65.74
2021-05-19,50.93,50.93,75.0,61.57,54.63,62.5,74.07,62.04,62.04,65.74
2021-05-20,50.93,50.93,75.0,61.57,54.63,62.5,74.07,62.04,62.04,65.74
2021-05-21,50.93,50.93,75.0,61.57,54.63,62.5,74.07,62.04,62.04,65.74
2021-05-22,50.93,50.93,75.0,61.57,54.63,62.5,74.07,62.04,62.04,63.89
2021-05-23,50.93,50.93,75.0,61.57,54.63,62.5,74.07,62.04,62.04,63.89
2021-05-24,50.93,50.93,75.0,61.57,54.63,62.5,65.74,62.04,62.04,63.89
2021-05-25,50.93,50.93,75.0,61.57,54.63,62.5,65.74,62.04,62.04,63.89
2021-05-26,50.93,50.93,75.0,61.57,54.63,62.5,65.74,62.04,62.04,63.89
2021-05-27,50.93,50.93,75.0,61.57,54.63,62.5,73.15,62.04,62.04,63.89
2021-05-28,50.93,50.93,75.0,61.57,54.63,62.5,73.15,62.04,56.48,63.89
2021-05-29,50.93,50.93,75.0,61.57,54.63,62.5,73.15,62.04,56.48,63.89
2021-05-30,50.93,50.93,75.0,61.57,54.63,62.5,73.15,62.04,56.48,63.89
2021-05-31,50.93,48.15,75.0,61.57,54.63,62.5,71.3,62.04,56.48,63.89
2021-06-01,50.93,48.15,75.0,61.57,54.63,62.5,71.3,62.04,56.48,54.63
2021-06-02,50.93,48.15,75.0,61.57,54.63,62.5,71.3,62.04,56.48,54.63
2021-06-03,50.93,48.15,75.0,61.57,54.63,62.5,71.3,62.04,56.48,54.63
2021-06-04,50.93,48.15,75.0,58.8,54.63,62.5,67.59,62.04,56.48,54.63
2021-06-05,50.93,48.15,75.0,58.8,54.63,51.39,67.59,67.59,56.48,54.63
2021-06-06,50.93,48.15,75.0,58.8,54.63,51.39,67.59,67.59,53.7,54.63
2021-06-07,50.93,48.15,75.0,58.8,54.63,51.39,71.3,67.59,53.7,54.63
2021-06-08,50.93,48.15,75.0,54.17,54.63,51.39,71.3,67.59,53.7,54.63
2021-06-09,50.93,48.15,75.0,54.17,51.85,51.39,71.3,67.59,53.7,54.63
2021-06-10,50.93,48.15,75.0,54.17,51.85,51.39,71.3,67.59,53.7,54.63
2021-06-11,50.93,48.15,75.0,54.17,51.85,51.39,71.3,67.59,53.7,54.63
2021-06-12,50.93,48.15,75.0,54.17,51.85,51.39,71.3,67.59,53.7,54.63
2021-06-13,50.93,48.15,75.0,54.17,51.85,51.39,71.3,67.59,53.7,54.63
2021-06-14,50.93,48.15,75.0,,51.85,51.39,67.59,67.59,53.7,54.63
2021-06-15,,48.15,,,51.85,51.39,67.59,67.59,53.7,
2021-06-16,,48.15,,,51.85,51.39,67.59,67.59,53.7,
2021-06-17,,48.15,,,51.85,51.39,67.59,67.59,53.7,
2021-06-18,,48.15,,,51.85,51.39,67.59,67.59,53.7,
